"logtype","title","query","startYear","endYear","citedBy","authorID","cluster","url","Timestamp"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:46:27.589Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:46:34.996Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:46:40.998Z"
"paper","Is early intervention effective?","","","","","","","","2023-11-19T05:46:42.970Z"
"action","","","","","6864630954541468524","","","https://scholar.google.co.kr/scholar?cites=6864630954541468524&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:46:43.763Z"
"paper","Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale","","","","","","","","2023-11-19T05:46:49.431Z"
"action","","","","","6864630954541468524","","","https://scholar.google.co.kr/scholar?cites=6864630954541468524&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:46:53.141Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:47:22.799Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:48:31.272Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:48:37.720Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:48:42.071Z"
"paper","Revisiting"" Rethinking early intervention""","","","","","","","","2023-11-19T05:48:43.575Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:48:45.631Z"
"paper","Early intervention: A global perspective","","","","","","","","2023-11-19T05:49:04.547Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T05:49:16.354Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T05:49:31.618Z"
"action","","early intervention language learning","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention+language+learning&btnG=&oq=early+intervention","2023-11-19T05:49:34.763Z"
"paper","Early learning and school readiness: Can early intervention make a difference?","","","","","","","","2023-11-19T05:49:38.898Z"
"action","","early intervention language learning","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention+language+learning&btnG=&oq=early+intervention","2023-11-19T05:50:13.807Z"
"action","","early intervention language learning","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention+language+learning&btnG=&oq=early+intervention","2023-11-19T05:50:43.216Z"
"action","","early intervention language learning","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention+language+learning&btnG=&oq=early+intervention","2023-11-19T05:53:14.389Z"
"paper","Early learning and school readiness: Can early intervention make a difference?","","","","","","","","2023-11-19T05:53:17.412Z"
"action","","early intervention language learning","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention+language+learning&btnG=&oq=early+intervention","2023-11-19T05:54:30.908Z"
"paper","Effect of foster care on language learning at eight years: findings from the Bucharest Early Intervention Project","","","","","","","","2023-11-19T05:54:34.119Z"
"action","","early intervention language learning","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention+language+learning&btnG=&oq=early+intervention","2023-11-19T05:54:45.771Z"
"paper","Effect of foster care on language learning at eight years: findings from the Bucharest Early Intervention Project","","","","","","","","2023-11-19T05:54:49.132Z"
"action","","","","","17079930752446188308","","","https://scholar.google.co.kr/scholar?cites=17079930752446188308&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:54:49.933Z"
"paper","Language exposure relates to structural neural connectivity in childhood","","","","","","","","2023-11-19T05:54:54.026Z"
"action","","","","","9724932194597403639","","","https://scholar.google.co.kr/scholar?cites=9724932194597403639&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:54:54.826Z"
"paper","The value of dimensional models of early experience: Thinking clearly about concepts and categories","","","","","","","","2023-11-19T05:54:56.942Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:55:23.330Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:55:26.004Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:55:30.324Z"
"paper","A review on speech recognition technique","","","","","","","","2023-11-19T05:55:39.710Z"
"action","","","","","5321848940423579623","","","https://scholar.google.co.kr/scholar?cites=5321848940423579623&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:55:40.491Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:55:41.157Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:55:43.594Z"
"paper","A review on speech recognition technique","","","","","","","","2023-11-19T05:56:00.079Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:56:15.494Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:56:26.663Z"
"action","","speech recognition","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=speech+recognition&btnG=","2023-11-19T05:56:34.054Z"
"action","","speech recognition","2019","","","","","https://scholar.google.co.kr/scholar?as_ylo=2019&q=speech+recognition&hl=ko&as_sdt=0,5","2023-11-19T05:56:54.607Z"
"action","","ASR","2019","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&as_ylo=2019&q=ASR&btnG=","2023-11-19T05:57:03.936Z"
"action","","ASR","2022","","","","","https://scholar.google.co.kr/scholar?as_ylo=2022&q=ASR&hl=ko&as_sdt=0,5","2023-11-19T05:57:10.460Z"
"action","","automatic speech recognition","2022","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&as_ylo=2022&q=automatic+speech+recognition&btnG=&oq=automatic+sp","2023-11-19T05:57:16.989Z"
"action","","automatic speech recognition","2022","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&as_ylo=2022&q=automatic+speech+recognition&btnG=&oq=automatic+sp","2023-11-19T05:57:24.641Z"
"paper","Google usm: Scaling automatic speech recognition beyond 100 languages","","","","","","","","2023-11-19T05:57:26.183Z"
"action","","","","","17752285616737220261","","","https://scholar.google.co.kr/scholar?cites=17752285616737220261&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:57:26.983Z"
"action","","automatic speech recognition","2022","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&as_ylo=2022&q=automatic+speech+recognition&btnG=&oq=automatic+sp","2023-11-19T05:57:27.750Z"
"paper","Google usm: Scaling automatic speech recognition beyond 100 languages","","","","","","","","2023-11-19T05:57:29.554Z"
"action","","","","","","OkngbkkAAAAJ","","https://scholar.google.co.kr/citations?user=OkngbkkAAAAJ&hl=ko&oi=sra","2023-11-19T05:57:31.140Z"
"action","","automatic speech recognition","2022","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&as_ylo=2022&q=automatic+speech+recognition&btnG=&oq=automatic+sp","2023-11-19T05:57:35.574Z"
"paper","Google usm: Scaling automatic speech recognition beyond 100 languages","","","","","","","","2023-11-19T05:57:37.263Z"
"action","","","","","","EilVnKwAAAAJ","","https://scholar.google.co.kr/citations?user=EilVnKwAAAAJ&hl=ko&oi=sra","2023-11-19T05:57:38.089Z"
"paper","Specaugment: A simple data augmentation method for automatic speech recognition","","","","","","","","2023-11-19T05:57:40.578Z"
"action","","","","","","EilVnKwAAAAJ","","https://scholar.google.co.kr/citations?view_op=view_citation&hl=ko&user=EilVnKwAAAAJ&citation_for_view=EilVnKwAAAAJ:OTTXONDVkokC","2023-11-19T05:57:41.389Z"
"action","","","","","","EilVnKwAAAAJ","","https://scholar.google.co.kr/citations?user=EilVnKwAAAAJ&hl=ko&oi=sra","2023-11-19T05:57:42.645Z"
"paper","Natural tts synthesis by conditioning wavenet on mel spectrogram predictions","","","","","","","","2023-11-19T05:57:46.429Z"
"action","","","","","","EilVnKwAAAAJ","","https://scholar.google.co.kr/citations?view_op=view_citation&hl=ko&user=EilVnKwAAAAJ&citation_for_view=EilVnKwAAAAJ:_FM0Bhl9EiAC","2023-11-19T05:57:47.253Z"
"action","","","","","","EilVnKwAAAAJ","","https://scholar.google.co.kr/citations?user=EilVnKwAAAAJ&hl=ko&oi=sra","2023-11-19T05:57:48.090Z"
"paper","Transfer learning from speaker verification to multispeaker text-to-speech synthesis","","","","","","","","2023-11-19T05:57:49.996Z"
"action","","","","","","EilVnKwAAAAJ","","https://scholar.google.co.kr/citations?view_op=view_citation&hl=ko&user=EilVnKwAAAAJ&citation_for_view=EilVnKwAAAAJ:DUooU5lO8OsC","2023-11-19T05:57:50.821Z"
"action","","","","","","EilVnKwAAAAJ","","https://scholar.google.co.kr/citations?user=EilVnKwAAAAJ&hl=ko&oi=sra","2023-11-19T05:57:53.661Z"
"paper","Transfer learning from speaker verification to multispeaker text-to-speech synthesis","","","","","","","","2023-11-19T05:57:54.668Z"
"action","","","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?oi=bibs&hl=ko&cites=14002861277903846410","2023-11-19T05:57:55.477Z"
"action","","child","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=0%2C5&cites=14002861277903846410&scipsc=1&q=child&btnG=","2023-11-19T05:58:04.049Z"
"paper","A Text-to-Speech Pipeline, Evaluation Methodology, and Initial Fine-Tuning Results for Child Speech Synthesis","","","","","","","","2023-11-19T05:58:07.347Z"
"action","","child","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=0%2C5&cites=14002861277903846410&scipsc=1&q=child&btnG=","2023-11-19T05:58:12.282Z"
"paper","Improved Child Text-to-Speech Synthesis through Fastpitch-based Transfer Learning","","","","","","","","2023-11-19T05:58:38.078Z"
"action","","child","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=0%2C5&cites=14002861277903846410&scipsc=1&q=child&btnG=","2023-11-19T05:58:39.682Z"
"paper","Child Speech Synthesis using Deep Learning","","","","","","","","2023-11-19T05:58:42.265Z"
"action","","child","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=0%2C5&cites=14002861277903846410&scipsc=1&q=child&btnG=","2023-11-19T05:58:49.116Z"
"paper","Didispeech: A large scale mandarin speech corpus","","","","","","","","2023-11-19T05:58:51.203Z"
"action","","child","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=0%2C5&cites=14002861277903846410&scipsc=1&q=child&btnG=","2023-11-19T05:58:54.075Z"
"action","","child","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?start=10&q=child&hl=ko&as_sdt=2005&sciodt=0,5&cites=14002861277903846410&scipsc=1","2023-11-19T05:58:56.250Z"
"action","","korean","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=0%2C5&cites=14002861277903846410&scipsc=1&q=korean&btnG=","2023-11-19T05:58:58.879Z"
"paper","Learning pronunciation from a foreign language in speech synthesis networks","","","","","","","","2023-11-19T05:59:03.407Z"
"action","","korean","","","14002861277903846410","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=2005&sciodt=0%2C5&cites=14002861277903846410&scipsc=1&q=korean&btnG=","2023-11-19T05:59:05.747Z"
"paper","Learning pronunciation from a foreign language in speech synthesis networks","","","","","","","","2023-11-19T05:59:07.014Z"
"action","","","","","2087910909039998794","","","https://scholar.google.co.kr/scholar?cites=2087910909039998794&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:59:07.859Z"
"paper","Adversarial Text-to-Speech for low-resource languages","","","","","","","","2023-11-19T05:59:17.069Z"
"action","","","","","2087910909039998794","","","https://scholar.google.co.kr/scholar?cites=2087910909039998794&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:59:20.211Z"
"action","","","","","2087910909039998794","","","https://scholar.google.co.kr/scholar?start=20&hl=ko&as_sdt=2005&sciodt=0,5&cites=2087910909039998794&scipsc=","2023-11-19T05:59:22.747Z"
"paper","Investigation of effectively synthesizing code-switched speech using highly imbalanced mix-lingual data","","","","","","","","2023-11-19T05:59:24.497Z"
"action","","","","","2087910909039998794","","","https://scholar.google.co.kr/scholar?start=20&hl=ko&as_sdt=2005&sciodt=0,5&cites=2087910909039998794&scipsc=","2023-11-19T05:59:28.536Z"
"action","","video understanding multimodal","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=video+understanding+multimodal&oq=","2023-11-19T05:59:35.191Z"
"paper","Univl: A unified video and language pre-training model for multimodal understanding and generation","","","","","","","","2023-11-19T05:59:37.651Z"
"action","","video understanding multimodal","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=video+understanding+multimodal&oq=","2023-11-19T05:59:39.506Z"
"paper","Univl: A unified video and language pre-training model for multimodal understanding and generation","","","","","","","","2023-11-19T05:59:40.429Z"
"action","","","","","3097734008368961616","","","https://scholar.google.co.kr/scholar?cites=3097734008368961616&as_sdt=2005&sciodt=0,5&hl=ko","2023-11-19T05:59:41.253Z"
"action","","","2022","","3097734008368961616","","","https://scholar.google.co.kr/scholar?as_ylo=2022&hl=ko&as_sdt=2005&sciodt=0,5&cites=3097734008368961616&scipsc=","2023-11-19T05:59:43.828Z"
"paper","Vision-language pre-training: Basics, recent advances, and future trends","","","","","","","","2023-11-19T05:59:46.379Z"
"action","","","2022","","3097734008368961616","","","https://scholar.google.co.kr/scholar?as_ylo=2022&hl=ko&as_sdt=2005&sciodt=0,5&cites=3097734008368961616&scipsc=","2023-11-19T05:59:52.646Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T06:00:36.458Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T06:01:00.948Z"
"paper","Rethinking early intervention","","","","","","","","2023-11-19T06:01:22.377Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?hl=ko&as_sdt=0%2C5&q=early+intervention&oq=","2023-11-19T06:01:32.001Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T06:02:11.506Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T06:02:20.851Z"
"paper","Social competence and early intervention","","","","","","","","2023-11-19T06:02:21.965Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T06:02:31.078Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T06:03:07.374Z"
"paper","Routines-based early intervention","","","","","","","","2023-11-19T06:03:10.299Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T06:03:12.562Z"
"paper","An overview of the developmental systems model for early intervention","","","","","","","","2023-11-19T06:03:15.303Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T06:03:16.585Z"
"paper","An overview of the developmental systems model for early intervention","","","","","","","","2023-11-19T06:03:18.172Z"
"action","","early intervention","","","","","","https://scholar.google.co.kr/scholar?start=30&q=early+intervention&hl=ko&as_sdt=0,5","2023-11-19T06:03:20.632Z"
